#{"t_start": 1650127719.715501, "env_id": "BipedalWalker-v3"}
r,l,t
-104.587838,104,6447.381198
-104.696166,105,6447.640282
-104.695714,105,6447.895193
-104.479524,103,6448.155657
-104.477076,103,6448.417779
-104.590409,104,6448.671755
-104.586838,104,6448.927691
-104.590724,104,6449.206147
-104.586005,104,6449.459611
-104.915905,107,6449.722422
-104.701441,105,6449.990281
-104.478604,103,6450.258352
-104.478469,103,6450.526118
-104.477002,103,6450.789366
-104.588957,104,6451.060295
-104.701873,105,6451.321902
-104.807952,106,6451.57164
-104.588058,104,6451.839646
-104.810052,106,6452.093725
-104.468454,103,6452.366348
-104.810015,106,6452.616363
-104.807895,106,6452.865311
-104.701838,105,6453.144978
-104.590579,104,6453.411441
-104.58881,104,6453.658134
-104.809409,106,6453.914038
-104.807251,106,6454.161799
-104.809416,106,6454.459735
-104.479651,103,6454.709996
-104.700998,105,6454.970503
-104.586413,104,6455.227033
-104.479583,103,6455.479428
-104.692922,105,6455.729724
-104.449586,103,6455.990656
-104.474384,103,6456.250126
-104.470534,103,6456.516788
-102.293614,54,6456.668854
-102.284425,54,6456.791332
-102.286555,54,6456.936871
-102.286285,54,6457.066019
-104.477217,103,6457.321738
-104.804669,106,6457.588593
-104.806267,106,6457.846641
-104.463837,103,6458.095865
-104.478775,103,6458.347731
-104.477128,103,6458.61553
-104.590586,104,6458.890107
-104.696833,105,6459.153611
-104.590075,104,6459.428989
-104.805626,106,6459.671394
-104.481936,103,6459.929127
-104.48044,103,6460.174552
-104.695545,105,6460.418995
-104.916271,107,6460.702377
-104.809631,106,6460.960733
-104.701381,105,6461.21564
-104.702056,105,6461.46941
-104.806602,106,6461.742525
-104.806608,106,6461.9993
-104.477301,103,6462.270044
-104.701642,105,6462.532436
-104.586144,104,6462.788727
-104.808356,106,6463.043
-104.69564,105,6463.303356
-104.476196,103,6463.573984
-104.478237,103,6463.826301
-104.701828,105,6464.088436
-104.807078,106,6464.36606
-104.916593,107,6464.623859
-104.701777,105,6464.8755
-104.586952,104,6465.127868
-104.477026,103,6465.385303
-104.695675,105,6465.644642
-104.701794,105,6465.908435
-104.699981,105,6466.178126
-104.697406,105,6466.444303
-102.289359,54,6466.566674
-102.175193,53,6466.711731
-102.28525,54,6466.852259
-102.284129,54,6466.982407
-102.174914,53,6467.111425
-104.590926,104,6467.361474
-104.80791,106,6467.633194
-104.477055,103,6467.891446
-104.480621,103,6468.158357
-104.695688,105,6468.427209
-104.589794,104,6468.680988
-104.588696,104,6468.950138
-104.586081,104,6469.213086
-104.806602,106,6469.486694
-104.9156,107,6469.766261
-104.590862,104,6470.031434
-104.463977,103,6470.286267
-104.805527,106,6470.544023
-104.587142,104,6470.836095
-104.696092,105,6471.102238
-104.915947,107,6471.37102
-104.696014,105,6471.627548
-104.808751,106,6471.89648
-104.478234,103,6472.155919
-104.464416,103,6472.428049
-104.478681,103,6472.688644
-104.479789,103,6472.967973
-104.463967,103,6473.232071
-104.916931,107,6473.501212
-104.586956,104,6473.764811
-104.589963,104,6474.035688
-104.590547,104,6474.284708
-104.696993,105,6474.553371
-104.475937,103,6474.800313
-104.476905,103,6475.072796
-104.477065,103,6475.323092
-104.915935,107,6475.590279
-104.701297,105,6475.844939
-104.701802,105,6476.122736
-104.809739,106,6476.381463
-102.289569,54,6476.530063
-102.176995,53,6476.649725
-102.286638,54,6476.794371
-102.180648,53,6476.921123
-102.285131,54,6477.070219
-102.284517,54,6477.190879
-104.587474,104,6477.449371
-104.588736,104,6477.70655
-104.700136,105,6477.985674
-104.916434,107,6478.247149
-104.590586,104,6478.520796
-104.916721,107,6478.775065
-104.917325,107,6479.046813
-104.701066,105,6479.302787
-104.701524,105,6479.561818
-104.477159,103,6479.813068
-104.807008,106,6480.074078
-104.809996,106,6480.324061
-104.697144,105,6480.592672
-104.91616,107,6480.849571
-104.808491,106,6481.133256
-104.590459,104,6481.394405
-104.806166,106,6481.64307
-104.702099,105,6481.905625
-104.586162,104,6482.174795
-104.586478,104,6482.430468
-104.809885,106,6482.68946
-104.586082,104,6482.964307
-104.701598,105,6483.235197
-104.91615,107,6483.483972
-104.700307,105,6483.734103
-104.701433,105,6484.000447
-104.476716,103,6484.269647
-104.476099,103,6484.537841
-104.701892,105,6484.807388
-104.701841,105,6485.080591
-104.915786,107,6485.348088
-104.590605,104,6485.61043
-104.587288,104,6485.872938
-104.588588,104,6486.139127
-102.174496,53,6486.297223
-102.283644,54,6486.424966
-102.293424,54,6486.5712
-102.28339,54,6486.691026
-102.287861,54,6486.831416
-102.289228,54,6486.966684
-102.28432,54,6487.121109
-104.588755,104,6487.381092
-104.806746,106,6487.653155
-104.80845,106,6487.909102
-104.478026,103,6488.170536
-104.589626,104,6488.442459
-104.46422,103,6488.690655
-104.479722,103,6488.951083
-104.917315,107,6489.201609
-104.591148,104,6489.472121
-104.587544,104,6489.7239
-104.586405,104,6489.979277
-104.464474,103,6490.237358
-104.46873,103,6490.495459
-104.696854,105,6490.753275
-104.915722,107,6491.023108
-104.475897,103,6491.304965
-104.806687,106,6491.563087
-104.481732,103,6491.820063
-104.480794,103,6492.070644
-104.701568,105,6492.331153
-104.48058,103,6492.600333
-104.807237,106,6492.864445
-104.701176,105,6493.121434
-104.91663,107,6493.380872
-104.697051,105,6493.656831
-104.809483,106,6493.932179
-104.479231,103,6494.226146
-104.480397,103,6494.493159
-104.915731,107,6494.747035
-104.58733,104,6495.012758
-104.588568,104,6495.262505
-104.806234,106,6495.531854
-104.917603,107,6495.788032
-102.284404,54,6495.933472
-102.283311,54,6496.055472
-102.176733,53,6496.202567
-102.284795,54,6496.344845
-102.290414,54,6496.472136
-102.283929,54,6496.62556
-102.292883,54,6496.753556
-102.28926,54,6496.892724
-104.478208,103,6497.15594
-104.588626,104,6497.408215
-104.915961,107,6497.674773
-104.477191,103,6497.918505
-104.58841,104,6498.171788
-104.916649,107,6498.430699
-104.916292,107,6498.692291
-104.588864,104,6498.953336
-104.915973,107,6499.209859
-104.806199,106,6499.481032
-104.701053,105,6499.736373
-104.701492,105,6499.995107
-104.91595,107,6500.261861
-104.58608,104,6500.510534
-104.916067,107,6500.77836
-104.481648,103,6501.045065
-104.588672,104,6501.309514
-104.590638,104,6501.548555
-104.810359,106,6501.807877
-104.479484,103,6502.052762
-104.697028,105,6502.311658
-104.587073,104,6502.559029
-104.480147,103,6502.825301
-104.587921,104,6503.076049
-104.915927,107,6503.342425
-104.588045,104,6503.607278
-104.806304,106,6503.884843
-104.807812,106,6504.148865
-104.806918,106,6504.425262
-104.588077,104,6504.685259
-104.701028,105,6504.96334
-104.479706,103,6505.21989
-102.284562,54,6505.371076
-102.286961,54,6505.49283
-102.284801,54,6505.635028
-102.175272,53,6505.764443
-102.28946,54,6505.912678
-102.285339,54,6506.032156
-102.289728,54,6506.182427
-102.292957,54,6506.35328
-102.285413,54,6506.481158
-104.697116,105,6506.737792
-104.916409,107,6507.016414
-104.478225,103,6507.262971
-104.916042,107,6507.533183
-104.695879,105,6507.78312
-104.478201,103,6508.047286
-104.58803,104,6508.307708
-104.464304,103,6508.561969
-104.590677,104,6508.829379
-104.463855,103,6509.099107
-104.80774,106,6509.362058
-104.478698,103,6509.608507
-104.701649,105,6509.852136
-104.91655,107,6510.13266
-104.58644,104,6510.382656
-104.590835,104,6510.633153
-104.477251,103,6510.886414
-104.463892,103,6511.139936
-104.916058,107,6511.417126
-104.476161,103,6511.661488
-104.588569,104,6511.900062
-104.915975,107,6512.182369
-104.590641,104,6512.437052
-104.917442,107,6512.702556
-104.479717,103,6512.955836
-104.59088,104,6513.21921
-104.81006,106,6513.477162
-104.696082,105,6513.738038
-104.696617,105,6514.009357
-104.810154,106,6514.290665
-104.69687,105,6514.558322
-102.292702,54,6514.68062
-102.283427,54,6514.838013
-102.287425,54,6514.967352
-102.174121,53,6515.120024
-102.28564,54,6515.255823
-102.284719,54,6515.395637
-102.174262,53,6515.519617
-102.290347,54,6515.658964
-102.175548,53,6515.782093
-102.174965,53,6515.935563
-104.463849,103,6516.200727
-104.588631,104,6516.458507
-104.809697,106,6516.709728
-104.701883,105,6516.964942
-104.809568,106,6517.225917
-104.586365,104,6517.465309
-104.695905,105,6517.720609
-104.476568,103,6517.962608
-104.808685,106,6518.245888
-104.478192,103,6518.500331
-104.475893,103,6518.749708
-104.481652,103,6519.016885
-104.697279,105,6519.286031
-104.805986,106,6519.575491
-104.701079,105,6519.821761
-104.915927,107,6520.086569
-104.696688,105,6520.340401
-104.697162,105,6520.606061
-104.477423,103,6520.868898
-104.699255,105,6521.125177
-104.587188,104,6521.396549
-104.586718,104,6521.676836
-104.468506,103,6521.92774
-104.915947,107,6522.209545
-104.587154,104,6522.472062
-104.46406,103,6522.725871
-104.464507,103,6522.984437
-104.695981,105,6523.250274
-104.480541,103,6523.512186
-104.915982,107,6523.780433
-102.284425,54,6523.927868
-102.292719,54,6524.049126
-102.174643,53,6524.19024
-102.287214,54,6524.33312
-102.284488,54,6524.484906
-102.284776,54,6524.628563
-102.18056,53,6524.758099
-102.289594,54,6524.901951
-102.17667,53,6525.034528
-102.286412,54,6525.183474
-102.284785,54,6525.318032
-104.478247,103,6525.583441
-104.809506,106,6525.847241
-104.701863,105,6526.110991
-104.480265,103,6526.388827
-104.59001,104,6526.63347
-104.479237,103,6526.893863
-104.70073,105,6527.144074
-104.586001,104,6527.416652
-104.46382,103,6527.671757
-104.477458,103,6527.921003
-104.463568,103,6528.176718
-104.695733,105,6528.452488
-104.809872,106,6528.702618
-104.589064,104,6528.956927
-104.807666,106,6529.219685
-104.70179,105,6529.49212
-104.916304,107,6529.74685
-104.480852,103,6529.996285
-104.586981,104,6530.249945
-104.91646,107,6530.514956
-104.699902,105,6530.777141
-104.590627,104,6531.041122
-104.477095,103,6531.300173
-104.696147,105,6531.580419
-104.480073,103,6531.830645
-104.464086,103,6532.088896
-104.70068,105,6532.344703
-104.701883,105,6532.621456
-104.481889,103,6532.87048
-102.284903,54,6533.026306
-102.293762,54,6533.17492
-102.287325,54,6533.307378
-102.283748,54,6533.448554
-102.284975,54,6533.595351
-102.289887,54,6533.744511
-102.290193,54,6533.866434
-102.283807,54,6534.010061
-102.179991,53,6534.126959
-102.292855,54,6534.270991
-102.290195,54,6534.399668
-102.283877,54,6534.550508
-104.586182,104,6534.805141
-104.590803,104,6535.071669
-104.477995,103,6535.327866
-104.916138,107,6535.591702
-104.59125,104,6535.849302
-104.47698,103,6536.10698
-104.695616,105,6536.366808
-104.695494,105,6536.648004
-104.809963,106,6536.922043
-104.917751,107,6537.18565
-104.590954,104,6537.440824
-104.588816,104,6537.699317
-104.808671,106,6537.987365
-104.80675,106,6538.248019
-104.805772,106,6538.523415
-104.91725,107,6538.799186
-104.586059,104,6539.065496
-104.586678,104,6539.306039
-104.588459,104,6539.55952
-104.809412,106,6539.825422
-104.481071,103,6540.079363
-104.590173,104,6540.33498
-104.588495,104,6540.592081
-104.586314,104,6540.843604
-104.588648,104,6541.099763
-104.805577,106,6541.36102
-104.700953,105,6541.613809
-104.916076,107,6541.899025
-102.284563,54,6542.056054
-102.286154,54,6542.175406
-102.285241,54,6542.318883
-102.289628,54,6542.44499
-102.285238,54,6542.589751
-102.290124,54,6542.727232
-102.287219,54,6542.861541
-102.286621,54,6543.011772
-102.283617,54,6543.136832
-102.284683,54,6543.281223
-102.283574,54,6543.403184
-102.174157,53,6543.547904
-102.284452,54,6543.666946
-104.807916,106,6543.918296
-104.481769,103,6544.18181
-104.477235,103,6544.435061
-104.810045,106,6544.692894
-104.805774,106,6544.991842
-104.478521,103,6545.237985
-104.806165,106,6545.496172
-104.588361,104,6545.731487
-104.915972,107,6545.994305
-104.480124,103,6546.248531
-104.587919,104,6546.507265
-104.808911,106,6546.762504
-104.477335,103,6547.031343
-104.587615,104,6547.280795
-104.695613,105,6547.535206
-104.805551,106,6547.784027
-104.482076,103,6548.045725
-104.587861,104,6548.302525
-104.589996,104,6548.566083
-104.478255,103,6548.817277
-104.915926,107,6549.085828
-104.8102,106,6549.337216
-104.808864,106,6549.604595
-104.586718,104,6549.854235
-104.478552,103,6550.11172
-104.916002,107,6550.376435
-104.80628,106,6550.649951
-102.283722,54,6550.770481
-102.283359,54,6550.916602
-102.293779,54,6551.041377
-102.174396,53,6551.191269
-102.284997,54,6551.313947
-102.28553,54,6551.459259
-102.28456,54,6551.584071
-102.289829,54,6551.721095
-102.284907,54,6551.845417
-102.174012,53,6552.012008
-102.293362,54,6552.150441
-102.283945,54,6552.289995
-102.284441,54,6552.437265
-102.18072,53,6552.555473
-104.807583,106,6552.811642
-104.586177,104,6553.068315
-104.586176,104,6553.327307
-104.805582,106,6553.58829
-104.588124,104,6553.846632
-104.481028,103,6554.133827
-104.698002,105,6554.431186
-104.480663,103,6554.680272
-104.478818,103,6554.94288
-104.915751,107,6555.230178
-104.58678,104,6555.48694
-104.805553,106,6555.743432
-104.701599,105,6555.995358
-104.588639,104,6556.269225
-104.464456,103,6556.515343
-104.477916,103,6556.76186
-104.697228,105,6557.024827
-104.915916,107,6557.294261
-104.588518,104,6557.546854
-104.809413,106,6557.79708
-104.807102,106,6558.05817
-104.916683,107,6558.322872
-104.915965,107,6558.593819
-104.59031,104,6558.857451
-104.695403,105,6559.098833
-104.478534,103,6559.364251
-102.286222,54,6559.513983
-102.283534,54,6559.632299
-102.289303,54,6559.774982
-102.290432,54,6559.895428
-102.176603,53,6560.038854
-102.28992,54,6560.176937
-102.285918,54,6560.301453
-102.175171,53,6560.45455
-102.292928,54,6560.59089
-102.285219,54,6560.738082
-102.28629,54,6560.86413
-102.292705,54,6561.008378
-102.289156,54,6561.128428
-102.28611,54,6561.282402
-102.283607,54,6561.415243
-104.695814,105,6561.669383
-104.590398,104,6561.931078
-104.69917,105,6562.224225
-104.464234,103,6562.490946
-104.480223,103,6562.734321
-104.586991,104,6562.993006
-104.58818,104,6563.257987
-104.588178,104,6563.525928
-104.59026,104,6563.780436
-104.477682,103,6564.033309
-104.805938,106,6564.282737
-104.805688,106,6564.567898
-104.590089,104,6564.815532
-104.808071,106,6565.081513
-104.806195,106,6565.348023
-104.701146,105,6565.622769
-104.807776,106,6565.875915
-104.588654,104,6566.149973
-104.588138,104,6566.402463
-104.589373,104,6566.677572
-104.479689,103,6566.923117
-104.476056,103,6567.185179
-104.701367,105,6567.439997
-104.805558,106,6567.692619
-104.476362,103,6567.95853
-102.29008,54,6568.074964
-102.284796,54,6568.212428
-102.174942,53,6568.343211
-102.293804,54,6568.491924
-102.284647,54,6568.621026
-102.284335,54,6568.766894
-102.284753,54,6568.889403
-102.284665,54,6569.036612
-102.289282,54,6569.164265
-102.17677,53,6569.303384
-102.286025,54,6569.436692
-102.285894,54,6569.57779
-102.284083,54,6569.727941
-102.176453,53,6569.842135
-102.289789,54,6569.991652
-102.284024,54,6570.119945
-104.481784,103,6570.367216
-104.589842,104,6570.619422
-104.701038,105,6570.880081
-104.586848,104,6571.132141
-104.915733,107,6571.388545
-104.464643,103,6571.630951
-104.481844,103,6571.875471
-104.588563,104,6572.14399
-104.807207,106,6572.433407
-104.806924,106,6572.700689
-104.807121,106,6572.958809
-104.590204,104,6573.205956
-104.809578,106,6573.471684
-104.588657,104,6573.72928
-104.696781,105,6573.993921
-104.588822,104,6574.246732
-104.590895,104,6574.493692
-104.917794,107,6574.762948
-104.464308,103,6575.010277
-104.807896,106,6575.264403
-104.695486,105,6575.517727
-104.475932,103,6575.757369
-104.586998,104,6576.013929
-104.588663,104,6576.286178
-102.28542,54,6576.426717
-102.284841,54,6576.553109
-102.173862,53,6576.708461
-102.284622,54,6576.84117
-102.284456,54,6576.984884
-102.292867,54,6577.110559
-102.181327,53,6577.254541
-102.293417,54,6577.394246
-102.287401,54,6577.515144
-102.285331,54,6577.659925
-102.284592,54,6577.791876
-102.293098,54,6577.942858
-102.28622,54,6578.078716
-102.286359,54,6578.227374
-102.289926,54,6578.353489
-102.174024,53,6578.50473
-102.176737,53,6578.623942
-104.695354,105,6578.880623
-104.464247,103,6579.13143
-104.809998,106,6579.395215
-104.916853,107,6579.690809
-104.809954,106,6579.957425
-104.700542,105,6580.219259
-104.58799,104,6580.467025
-104.46849,103,6580.703897
-104.701764,105,6580.983761
-104.477193,103,6581.251187
-104.586865,104,6581.506384
-104.479738,103,6581.761777
-104.478607,103,6582.033094
-104.916792,107,6582.31557
-104.478243,103,6582.560808
-104.588641,104,6582.815477
-104.699422,105,6583.081092
-104.809509,106,6583.34768
-104.590298,104,6583.599002
-104.700445,105,6583.845861
-104.476384,103,6584.102364
-104.481925,103,6584.357502
-104.586145,104,6584.642046
-102.293172,54,6584.782176
-102.283739,54,6584.896861
-102.293774,54,6585.046914
-102.285856,54,6585.20763
-102.175175,53,6585.328484
-102.283455,54,6585.463982
-102.286816,54,6585.590032
-102.174527,53,6585.738008
-102.284348,54,6585.862633
-102.177123,53,6586.005478
-102.285625,54,6586.157161
-102.180986,53,6586.300216
-102.283763,54,6586.420886
-102.284404,54,6586.579222
-102.288212,54,6586.706461
-102.287942,54,6586.855437
-102.285582,54,6586.999887
-102.287494,54,6587.144447
-104.479916,103,6587.398273
-104.58648,104,6587.667967
-104.588698,104,6587.9271
-104.695563,105,6588.215056
-104.478612,103,6588.465607
-104.591455,104,6588.734372
-104.588674,104,6589.171089
-104.809976,106,6589.438797
-104.695476,105,6589.702322
-104.47891,103,6589.954221
-104.586177,104,6590.219463
-104.917029,107,6590.491926
-104.807731,106,6590.745465
-104.588702,104,6591.002253
-104.915951,107,6591.27026
-104.701727,105,6591.533821
-104.477192,103,6591.77598
-104.806279,106,6592.036201
-104.916317,107,6592.299098
-104.477593,103,6592.567131
-104.478572,103,6592.818382
-104.701607,105,6593.081912
-102.175586,53,6593.218897
-102.28549,54,6593.354659
-102.284675,54,6593.503977
-102.284428,54,6593.635775
-102.289282,54,6593.781315
-102.284955,54,6593.906734
-102.181635,53,6594.043034
-102.285476,54,6594.174139
-102.284843,54,6594.32072
-102.28559,54,6594.447188
-102.17397,53,6594.588281
-102.180508,53,6594.721891
-102.290502,54,6594.865313
-102.286631,54,6595.018557
-102.288097,54,6595.147959
-102.284855,54,6595.302498
-102.289664,54,6595.431618
-102.289673,54,6595.585747
-102.293583,54,6595.709686
-104.586924,104,6595.966415
-104.590486,104,6596.234826
-104.586239,104,6596.493373
-104.587583,104,6596.759854
-104.478478,103,6597.015147
-104.47781,103,6597.272135
-104.463901,103,6597.562724
-104.916334,107,6597.814556
-104.478372,103,6598.074055
-104.915946,107,6598.338776
-104.810254,106,6598.617197
-104.696005,105,6598.873791
-104.46839,103,6599.130557
-104.47712,103,6599.388993
-104.70159,105,6599.674081
-104.58797,104,6599.932198
-104.916476,107,6600.196718
-104.810205,106,6600.455099
-104.805905,106,6600.718864
-104.587113,104,6600.973942
-104.481621,103,6601.232644
-102.176742,53,6601.373722
-102.176759,53,6601.504542
-102.284937,54,6601.653469
-102.286135,54,6601.773608
-102.289531,54,6601.918452
-102.293188,54,6602.043073
-102.284334,54,6602.193917
-102.17524,53,6602.341517
-102.293547,54,6602.462806
-102.286079,54,6602.643152
-102.286261,54,6602.77254
-102.174071,53,6602.916991
-102.283774,54,6603.041294
-102.180473,53,6603.189948
-102.28493,54,6603.318321
-102.285147,54,6603.462136
-102.175499,53,6603.597329
-102.284537,54,6603.737595
-102.283704,54,6603.860035
-102.29334,54,6604.004207
-104.697513,105,6604.269763
-104.587923,104,6604.517102
-104.806108,106,6604.79323
-104.806409,106,6605.06491
-104.587803,104,6605.32114
-104.476114,103,6605.568324
-104.586848,104,6605.828676
-104.806022,106,6606.097718
-104.808825,106,6606.36541
-104.916062,107,6606.634751
-104.468495,103,6606.890908
-104.58824,104,6607.181728
-104.807725,106,6607.444638
-104.589327,104,6607.721767
-104.477188,103,6607.980626
-104.916674,107,6608.246661
-104.46895,103,6608.515128
-104.47918,103,6608.764945
-104.590653,104,6609.025404
-104.807761,106,6609.279809
-102.284611,54,6609.40706
-102.284982,54,6609.569041
-102.289016,54,6609.709536
-102.284394,54,6609.845182
-102.173863,53,6609.982121
-102.293261,54,6610.101242
-102.286206,54,6610.243052
-102.287764,54,6610.365918
-102.284972,54,6610.509742
-102.283386,54,6610.630391
-102.179942,53,6610.789557
-102.283908,54,6610.92184
-102.174936,53,6611.077167
-102.286103,54,6611.206497
-102.290618,54,6611.347083
-102.1767,53,6611.469611
-102.290023,54,6611.610825
-102.283974,54,6611.751956
-102.28613,54,6611.889368
-102.285211,54,6612.043207
-102.284655,54,6612.168772
-104.696646,105,6612.435771
-104.916341,107,6612.719592
-104.810081,106,6613.000143
-104.475895,103,6613.258192
-104.478401,103,6613.514805
-104.589996,104,6613.785785
-104.463552,103,6614.080201
-104.48026,103,6614.367232
-104.476226,103,6614.632431
-104.696071,105,6614.887358
-104.697975,105,6615.151338
-104.478004,103,6615.404256
-104.701786,105,6615.653404
-104.807879,106,6615.922866
-104.805591,106,6616.183868
-104.805817,106,6616.447079
-104.476734,103,6616.698714
-104.58619,104,6616.96595
-104.807921,106,6617.241217
-102.284962,54,6617.391741
-102.28441,54,6617.519866
-102.285409,54,6617.661023
-102.284931,54,6617.783387
-102.285466,54,6617.94145
-102.284442,54,6618.072778
-102.177151,53,6618.225218
-102.176813,53,6618.359522
-102.287268,54,6618.505268
-102.289447,54,6618.628817
-102.293541,54,6618.7723
-102.284578,54,6618.926953
-102.289494,54,6619.055413
-102.287529,54,6619.205151
-102.284449,54,6619.333749
-102.176551,53,6619.488182
-102.289159,54,6619.611917
-102.284002,54,6619.754691
-102.180457,53,6619.878757
-102.293257,54,6620.023549
-102.283717,54,6620.160312
-102.289742,54,6620.305322
-104.590738,104,6620.555484
-104.479982,103,6620.80848
-104.915984,107,6621.074816
-104.58866,104,6621.356558
-104.58785,104,6621.609164
-104.70175,105,6621.871119
-104.917661,107,6622.136652
-104.700191,105,6622.400206
-104.805514,106,6622.650084
-104.917707,107,6622.928247
-104.695634,105,6623.205823
-104.807115,106,6623.496928
-104.696009,105,6623.755992
-104.590824,104,6624.01405
-104.696647,105,6624.286657
-104.590623,104,6624.539953
-104.587336,104,6624.797857
-104.463684,103,6625.047886
-102.286642,54,6625.168102
-102.287304,54,6625.324732
-102.286154,54,6625.448627
-102.286498,54,6625.591064
-102.290137,54,6625.711288
-102.285538,54,6625.849552
-102.292723,54,6626.003905
-102.174479,53,6626.130054
-102.173923,53,6626.284215
-102.180112,53,6626.413247
-102.284074,54,6626.558002
-102.289483,54,6626.67715
-102.17733,53,6626.823766
-102.28896,54,6626.94501
-102.289197,54,6627.094816
-102.1753,53,6627.225821
-102.286215,54,6627.375313
-102.284,54,6627.502636
-102.173521,53,6627.650337
-102.293298,54,6627.799717
-102.285315,54,6627.928198
-102.284408,54,6628.071982
-102.181633,53,6628.200255
-104.701554,105,6628.477919
-104.464051,103,6628.743851
-104.701502,105,6628.995896
-104.586013,104,6629.254644
-104.701112,105,6629.526115
-104.809572,106,6629.795125
-104.916142,107,6630.062795
-104.480108,103,6630.348499
-104.806428,106,6630.594135
-104.588384,104,6630.845226
-104.807739,106,6631.110971
-104.586847,104,6631.381468
-104.588139,104,6631.638055
-104.810297,106,6631.901113
-104.589978,104,6632.156958
-104.807048,106,6632.432916
-104.586747,104,6632.688019
-102.28442,54,6632.809247
-102.174043,53,6632.972972
-102.284246,54,6633.124863
-102.174306,53,6633.252633
-102.29286,54,6633.396733
-102.287728,54,6633.53559
-102.289368,54,6633.678006
-102.18142,53,6633.796393
-102.284371,54,6633.940633
-102.289396,54,6634.067834
-102.283864,54,6634.216061
-102.287776,54,6634.335616
-102.287166,54,6634.490287
-102.283976,54,6634.621723
-102.289021,54,6634.770802
-102.289638,54,6634.9215
-102.284928,54,6635.054579
-102.177342,53,6635.206094
-102.287465,54,6635.329672
-102.283736,54,6635.484869
-102.284455,54,6635.613366
-102.293339,54,6635.757352
-102.173993,53,6635.881865
-102.173834,53,6636.023154
-104.587587,104,6636.288764
-104.915935,107,6636.55686
-104.809553,106,6636.820513
-104.915983,107,6637.108867
-104.805862,106,6637.369763
-104.587791,104,6637.640689
-104.478986,103,6637.908975
-104.47593,103,6638.166196
-104.810011,106,6638.446996
-104.807041,106,6638.718745
-104.4771,103,6638.98301
-104.588549,104,6639.238801
-104.588674,104,6639.517303
-104.586504,104,6639.818465
-104.69691,105,6640.084407
-104.701792,105,6640.343099
-102.289593,54,6640.469949
-102.289949,54,6640.630963
-102.180078,53,6640.750542
-102.174869,53,6640.904331
-102.28667,54,6641.034521
-102.286088,54,6641.178121
-102.285347,54,6641.307698
-102.284915,54,6641.456537
-102.285687,54,6641.580285
-102.176448,53,6641.724028
-102.284542,54,6641.868387
-102.292848,54,6642.004385
-102.1807,53,6642.143602
-102.284447,54,6642.27286
-102.290185,54,6642.422678
-102.285367,54,6642.545222
-102.176588,53,6642.692991
-102.292721,54,6642.816161
-102.28801,54,6642.971945
-102.180264,53,6643.113148
-102.283521,54,6643.255191
-102.287423,54,6643.392128
-102.292781,54,6643.53076
-102.174307,53,6643.672259
-102.285182,54,6643.816762
-104.588304,104,6644.070519
-104.807985,106,6644.333876
-104.696978,105,6644.594906
-104.701849,105,6644.8492
-104.482042,103,6645.116992
-104.806117,106,6645.374108
-104.587549,104,6645.637756
-104.482056,103,6645.902939
-104.586728,104,6646.157435
-104.917133,107,6646.440679
-104.695589,105,6646.69405
-104.696849,105,6646.979065
-104.810092,106,6647.238424
-104.805534,106,6647.512001
-104.468436,103,6647.766443
-102.286252,54,6647.899232
-102.180918,53,6648.056218
-102.28447,54,6648.184692
-102.284664,54,6648.336302
-102.293437,54,6648.472558
-102.283626,54,6648.612403
-102.283484,54,6648.751369
-102.292849,54,6648.8934
-102.286132,54,6649.048617
-102.284428,54,6649.173258
-102.17685,53,6649.325217
-102.174924,53,6649.449383
-102.284482,54,6649.599435
-102.292848,54,6649.717982
-102.289451,54,6649.883719
-102.283889,54,6650.006235
-102.284788,54,6650.150255
-102.288009,54,6650.282377
-102.289766,54,6650.416068
-102.284205,54,6650.5546
-102.28386,54,6650.681441
-102.284906,54,6650.836098
-102.285675,54,6650.974101
-102.284638,54,6651.108936
-102.176387,53,6651.23967
-102.284163,54,6651.385803
-104.590241,104,6651.62707
-104.477207,103,6651.858334
-104.917259,107,6652.13009
-104.696177,105,6652.383686
-104.80876,106,6652.644471
-104.587647,104,6652.898907
-104.701686,105,6653.18799
-104.590199,104,6653.460019
-104.468858,103,6653.711168
-104.701805,105,6653.970366
-104.80989,106,6654.238341
-104.477204,103,6654.4985
-104.586245,104,6654.748366
-104.479822,103,6655.012037
-102.283687,54,6655.157188
-102.28749,54,6655.284683
-102.283596,54,6655.428421
-102.284586,54,6655.579021
-102.290164,54,6655.705108
-102.290459,54,6655.843361
-102.175085,53,6655.966223
-102.288949,54,6656.123248
-102.284705,54,6656.245907
-102.28943,54,6656.38834
-102.289116,54,6656.509238
-102.289676,54,6656.660861
-102.285681,54,6656.786035
-102.180311,53,6656.927569
-102.1742,53,6657.047882
-102.287182,54,6657.206041
-102.289207,54,6657.351223
-102.289759,54,6657.481812
-102.180233,53,6657.629568
-102.175496,53,6657.750009
-102.284396,54,6657.891396
-102.175199,53,6658.016081
-102.285242,54,6658.174895
-102.288163,54,6658.30166
-102.289954,54,6658.445548
-102.289212,54,6658.579393
-102.289631,54,6658.718352
-104.700369,105,6658.972473
-104.480456,103,6659.236634
-104.695785,105,6659.499077
-104.590261,104,6659.765689
-104.590716,104,6660.026718
-104.916865,107,6660.30244
-104.91613,107,6660.556072
-104.809424,106,6660.8057
-104.810112,106,6661.068627
-104.807019,106,6661.338243
-104.695633,105,6661.592979
-104.468985,103,6661.852122
-104.479972,103,6662.111776
-102.284832,54,6662.245923
